"poisson" "fs" "time" "treatment" "Y" "poisson_fs" "pool" "origin_treatment" "weight" "height" "temperature_ellerby" "bief" "weight_class" "height_class"
"200" "200_fs2" 0.0498 "amont" 2.46277278937693 "200.200_fs2" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs2" 0.0581 "amont" 2.86705084877585 "200.200_fs2" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs2" 0.0664 "amont" 3.43942904033604 "200.200_fs2" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs2" 0.0747 "amont" 3.82856491464571 "200.200_fs2" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs2" 0.083 "amont" 4.28839995211097 "200.200_fs2" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs2" 0.0913 "amont" 4.73735420820157 "200.200_fs2" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs2" 0.0996 "amont" 5.125914882797 "200.200_fs2" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs2" 0.1079 "amont" 5.47102605498451 "200.200_fs2" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs2" 0.1162 "amont" 5.69856285996783 "200.200_fs2" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs2" 0.1245 "amont" 5.9786163507512 "200.200_fs2" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs2" 0.1328 "amont" 6.26240819769556 "200.200_fs2" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.0083 "amont" 0 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.0166 "amont" 0.0396631746942738 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.0249 "amont" 0.596268272826927 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.0332 "amont" 1.29277696847653 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.0415 "amont" 1.93225986307111 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.0498 "amont" 2.55729294831428 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.0581 "amont" 3.34618002237356 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.0664 "amont" 4.2766209027456 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.0747 "amont" 5.06969331338349 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.083 "amont" 5.82895593244742 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.0913 "amont" 6.43739981631248 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.0996 "amont" 7.08983547459374 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"200" "200_fs3" 0.1079 "amont" 7.48308414085915 "200.200_fs3" "Lees Athas" "Lees Athas.amont" 12.228 107.093 "19.2" "3-4" "lourd" "grand"
"201" "201_fs1" 0.0083 "amont" 0 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs1" 0.0166 "amont" 0.268522632448919 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs1" 0.0249 "amont" 1.12147299946533 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs1" 0.0332 "amont" 1.99378068203529 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs1" 0.0415 "amont" 3.03568520194604 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs1" 0.0498 "amont" 4.52999273233006 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs1" 0.0581 "amont" 6.09405463073044 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs1" 0.0664 "amont" 7.24100387147233 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs1" 0.0747 "amont" 8.51866962760808 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs1" 0.083 "amont" 9.84836438907762 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs1" 0.0913 "amont" 11.257169178288 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs1" 0.0996 "amont" 12.5093910891617 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs1" 0.1079 "amont" 13.9108542322489 "201.201_fs1" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs2" 0.0083 "amont" 0 "201.201_fs2" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs2" 0.0166 "amont" 0.346665349353436 "201.201_fs2" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs2" 0.0249 "amont" 1.16343595307562 "201.201_fs2" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs2" 0.0332 "amont" 1.6527405627021 "201.201_fs2" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs2" 0.0415 "amont" 2.24399676323229 "201.201_fs2" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs2" 0.0498 "amont" 2.68168473296349 "201.201_fs2" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs2" 0.0581 "amont" 3.26233263313618 "201.201_fs2" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs2" 0.0664 "amont" 3.6518291528211 "201.201_fs2" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs2" 0.0747 "amont" 3.89215404303245 "201.201_fs2" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs2" 0.083 "amont" 4.27996688236926 "201.201_fs2" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs2" 0.0913 "amont" 4.47250556341358 "201.201_fs2" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs2" 0.0996 "amont" 4.67472657702022 "201.201_fs2" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs3" 0.0083 "amont" 0 "201.201_fs3" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs3" 0.0166 "amont" 0.350396848335156 "201.201_fs3" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs3" 0.0249 "amont" 0.950603966402603 "201.201_fs3" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs3" 0.0332 "amont" 1.66164104139347 "201.201_fs3" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs3" 0.0415 "amont" 2.3746543042402 "201.201_fs3" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs3" 0.0498 "amont" 2.9946940311497 "201.201_fs3" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs3" 0.0581 "amont" 3.46866537247076 "201.201_fs3" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs3" 0.0664 "amont" 3.68153104041498 "201.201_fs3" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs3" 0.0747 "amont" 4.37938515279456 "201.201_fs3" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs3" 0.083 "amont" 4.65501244181904 "201.201_fs3" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs3" 0.0913 "amont" 4.92575943506077 "201.201_fs3" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"201" "201_fs3" 0.0996 "amont" 5.15023548698222 "201.201_fs3" "Cauterets" "Cauterets.amont" 2.976 66.77 "19.2" "3-4" "léger" "petit"
"202" "202_fs1" 0.0083 "amont" 0 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs1" 0.0166 "amont" 0.253616517120646 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs1" 0.0249 "amont" 1.10862716138272 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs1" 0.0332 "amont" 1.88566344781438 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs1" 0.0415 "amont" 2.68163261138478 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs1" 0.0498 "amont" 3.56026063374233 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs1" 0.0581 "amont" 4.40695350338603 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs1" 0.0664 "amont" 5.26952527927385 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs1" 0.0747 "amont" 6.49149150294998 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs1" 0.083 "amont" 6.72105280769984 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs1" 0.0913 "amont" 7.11458440652913 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs1" 0.0996 "amont" 7.78863330619621 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs1" 0.1079 "amont" 8.21609956312002 "202.202_fs1" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs2" 0.0083 "amont" 0 "202.202_fs2" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs2" 0.0166 "amont" 0.293053178809058 "202.202_fs2" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs2" 0.0249 "amont" 0.839063380484858 "202.202_fs2" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs2" 0.0332 "amont" 1.36396250743608 "202.202_fs2" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs2" 0.0415 "amont" 2.09640818218114 "202.202_fs2" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs2" 0.0498 "amont" 2.7500608746745 "202.202_fs2" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs2" 0.0581 "amont" 3.37796826977193 "202.202_fs2" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs2" 0.0664 "amont" 3.95062102083974 "202.202_fs2" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs2" 0.0747 "amont" 4.4104545731809 "202.202_fs2" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs2" 0.083 "amont" 4.73847719565286 "202.202_fs2" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs2" 0.0913 "amont" 5.21426254219848 "202.202_fs2" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs2" 0.0996 "amont" 5.43958683028632 "202.202_fs2" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.0083 "amont" 0 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.0166 "amont" 0.227586538705561 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.0249 "amont" 0.970747366882525 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.0332 "amont" 1.64995290383959 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.0415 "amont" 2.74570673923254 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.0498 "amont" 3.32353450923338 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.0581 "amont" 4.25146471695466 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.0664 "amont" 5.03869748198686 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.0747 "amont" 5.8644838446596 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.083 "amont" 6.41786110669581 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.0913 "amont" 7.03129619037512 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.0996 "amont" 7.602548158821 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"202" "202_fs3" 0.1079 "amont" 8.04493572599575 "202.202_fs3" "Lees Athas" "Lees Athas.amont" 5.238 78.696 "19.2" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.0083 "amont" 0 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.0166 "amont" 0.265399877323639 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.0249 "amont" 0.915205047095381 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.0332 "amont" 1.36170724822867 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.0415 "amont" 2.41236731794065 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.0498 "amont" 2.84694793746873 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.0581 "amont" 3.65994565876573 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.0664 "amont" 4.28573226171996 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.0747 "amont" 4.92205707910758 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.083 "amont" 5.46802929241645 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.0913 "amont" 5.79915032984919 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.0996 "amont" 6.29779500859381 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs1" 0.1079 "amont" 6.59239383022355 "203.203_fs1" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.0083 "amont" 0 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.0166 "amont" 0.0901715514409694 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.0249 "amont" 0.482017050711313 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.0332 "amont" 0.926868104328567 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.0415 "amont" 1.76591545056515 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.0498 "amont" 2.74427570845251 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.0581 "amont" 3.89727444026035 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.0664 "amont" 4.65581861910554 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.0747 "amont" 5.56057334128702 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.083 "amont" 6.69961428905034 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.0913 "amont" 7.23939664573205 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.0996 "amont" 8.11162117126966 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs2" 0.1079 "amont" 8.68708310737825 "203.203_fs2" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs3" 0.0083 "amont" 0 "203.203_fs3" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs3" 0.0166 "amont" 0.0769640138972255 "203.203_fs3" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs3" 0.0249 "amont" 0.637384086152785 "203.203_fs3" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs3" 0.0332 "amont" 1.51634136100337 "203.203_fs3" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs3" 0.0415 "amont" 2.0876873233306 "203.203_fs3" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs3" 0.0498 "amont" 2.72749388272846 "203.203_fs3" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs3" 0.0581 "amont" 3.1747967861417 "203.203_fs3" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs3" 0.0664 "amont" 3.76667805275432 "203.203_fs3" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs3" 0.0747 "amont" 4.09894819777036 "203.203_fs3" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs3" 0.083 "amont" 4.33555953342395 "203.203_fs3" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"203" "203_fs3" 0.0913 "amont" 4.78117746977199 "203.203_fs3" "Cauterets" "Cauterets.amont" 3.879 74.81 "19.5" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.0083 "amont" 0 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.0166 "amont" 0.143695234331836 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.0249 "amont" 0.805297970241757 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.0332 "amont" 1.54621841385719 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.0415 "amont" 2.6642149393414 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.0498 "amont" 3.6920279537225 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.0581 "amont" 4.72630557473992 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.0664 "amont" 6.10023748348811 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.0747 "amont" 6.44109807432013 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.083 "amont" 7.64243073262995 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.0913 "amont" 8.58956373648078 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.0996 "amont" 9.67574422799538 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs1" 0.1079 "amont" 10.4816474359534 "204.204_fs1" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.0083 "amont" 0 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.0166 "amont" 0.214668650510707 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.0249 "amont" 0.997385537991511 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.0332 "amont" 1.80635624270494 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.0415 "amont" 3.02513456276006 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.0498 "amont" 3.8631852503274 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.0581 "amont" 5.00973188196978 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.0664 "amont" 5.92551077254405 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.0747 "amont" 6.65783217761686 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.083 "amont" 7.31884133430222 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.0913 "amont" 7.93701223809539 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.0996 "amont" 8.73713316046835 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
"204" "204_fs2" 0.1079 "amont" 9.3088572018032 "204.204_fs2" "Cauterets" "Cauterets.amont" 3.477 71.741 "19.4" "3-4" "moyen-" "moyen-"
