"traitement" "poisson" "fs" "time" "d_travelled_cm" "dt" "speed" "accel"
"amont" 178 "178_fs2" 83 0.499948488486881 8.3 0.0602347576490219 -0.0015041378801306
"amont" 178 "178_fs2" 91.3 0.518715665142652 8.30000000000001 0.0624958632701989 0.000272422363997237
"amont" 178 "178_fs2" 99.6 0.355757202670678 8.29999999999998 0.0428623135747806 -0.00236548791511065
"amont" 179 "179_fs1" 8.3 0 NA NA NA
"amont" 179 "179_fs1" 16.6 0.627294426347985 8.3 0.0755776417286729 NA
"amont" 179 "179_fs1" 24.9 0.441337126011653 8.3 0.0531731477122473 -0.00269933662848501
"amont" 179 "179_fs1" 33.2 0.261605710919609 8.3 0.0315187603517601 -0.00260896233258882
"amont" 179 "179_fs1" 41.5 1.89855222477141 8.3 0.22874123190017 0.0237617435600494
"amont" 179 "179_fs1" 49.8 0.671670723425259 8.3 0.0809241835452119 -0.0178092829343324
"amont" 179 "179_fs1" 58.1 0.652729506944094 8.3 0.0786421092703727 -0.000274948707811954
"amont" 179 "179_fs1" 66.4 0.755950045897239 8.3 0.0910783187827998 0.00149833849547315
"amont" 179 "179_fs1" 74.7 0.652773590336436 8.3 0.0786474205224622 -0.00149769858558284
"amont" 179 "179_fs1" 83 0.351938918880184 8.3 0.0424022793831548 -0.00436688447461536
"amont" 179 "179_fs1" 91.3 0.566748447467548 8.30000000000001 0.0682829454780178 0.00311815254154976
"amont" 179 "179_fs1" 99.6 0.216082438595566 8.29999999999998 0.0260340287464538 -0.00509023093151374
"amont" 179 "179_fs1" 107.9 0.401369117642964 8.3 0.0483577250172245 0.00268960196033382
"amont" 179 "179_fs2" 8.3 0 NA NA NA
"amont" 179 "179_fs2" 16.6 0.16771437257316 8.3 0.0202065509124289 NA
